Bar Diameter,Maximum bar length,Reinforcement Volume,Rebar Number,Mark,Total Bar Length,Quantity,Workset,Host Category,Host Mark,REBAR-PARTITION,WEIGHT IN KG,Style,Bend Diameter
16 mm,2784 mm,4477.51 cm³,2736,2768,22269 mm,8,STR-OUTER STRUCTURES,Structural Foundation,,OS-CABLEBUS FOUNDATION,35.193232,Standard,64 mm
16 mm,1752 mm,4578.51 cm³,3009,3054,22772 mm,13,STR-OUTER STRUCTURES,Structural Foundation,,OS-CABLEBUS FOUNDATION,35.987069,Standard,64 mm
16 mm,1752 mm,4578.51 cm³,3009,3054,22772 mm,13,STR-OUTER STRUCTURES,Structural Foundation,,OS-CABLEBUS FOUNDATION,35.987069,Standard,64 mm
16 mm,2784 mm,4477.51 cm³,2736,2768,22269 mm,8,STR-OUTER STRUCTURES,Structural Foundation,,OS-CABLEBUS FOUNDATION,35.193232,Standard,64 mm
16 mm,2784 mm,4477.51 cm³,2736,2768,22269 mm,8,STR-OUTER STRUCTURES,Structural Foundation,,OS-CABLEBUS FOUNDATION,35.193232,Standard,64 mm
16 mm,1752 mm,4578.51 cm³,3009,3054,22772 mm,13,STR-OUTER STRUCTURES,Structural Foundation,,OS-CABLEBUS FOUNDATION,35.987069,Standard,64 mm
16 mm,1752 mm,4578.76 cm³,3008,3054,22773 mm,13,STR-OUTER STRUCTURES,Structural Foundation,,OS-CABLEBUS FOUNDATION,35.989027,Standard,64 mm
16 mm,1679 mm,337.66 cm³,3007,2984,1679 mm,1,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,2.653977,Standard,64 mm
16 mm,1679 mm,337.66 cm³,3007,2984,1679 mm,1,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,2.654009,Standard,64 mm
16 mm,1679 mm,337.66 cm³,3007,2984,1679 mm,1,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,2.654009,Standard,64 mm
16 mm,1679 mm,337.66 cm³,3007,2984,1679 mm,1,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,2.653977,Standard,64 mm
16 mm,1679 mm,337.66 cm³,3007,2984,1679 mm,1,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,2.65402,Standard,64 mm
16 mm,1679 mm,337.66 cm³,3007,2984,1679 mm,1,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,2.65402,Standard,64 mm
16 mm,1679 mm,337.66 cm³,3007,2984,1679 mm,1,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,2.65402,Standard,64 mm
16 mm,1679 mm,337.66 cm³,3007,2984,1679 mm,1,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,2.65402,Standard,64 mm
16 mm,1679 mm,337.66 cm³,3007,2984,1679 mm,1,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,2.654009,Standard,64 mm
16 mm,1679 mm,337.66 cm³,3007,2984,1679 mm,1,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,2.653977,Standard,64 mm
16 mm,1679 mm,337.66 cm³,3007,2984,1679 mm,1,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,2.654009,Standard,64 mm
16 mm,1679 mm,337.66 cm³,3007,2984,1679 mm,1,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,2.653977,Standard,64 mm
16 mm,1679 mm,337.66 cm³,3007,2980,1679 mm,1,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,2.653977,Standard,64 mm
16 mm,1679 mm,337.66 cm³,3007,2980,1679 mm,1,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,2.654009,Standard,64 mm
16 mm,1679 mm,337.66 cm³,3007,2980,1679 mm,1,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,2.654009,Standard,64 mm
16 mm,1679 mm,337.66 cm³,3007,2980,1679 mm,1,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,2.653977,Standard,64 mm
16 mm,1679 mm,337.66 cm³,3007,2980,1679 mm,1,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,2.65402,Standard,64 mm
16 mm,1679 mm,337.66 cm³,3007,2980,1679 mm,1,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,2.65402,Standard,64 mm
16 mm,1679 mm,337.66 cm³,3007,2980,1679 mm,1,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,2.65402,Standard,64 mm
16 mm,1679 mm,337.66 cm³,3007,2980,1679 mm,1,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,2.65402,Standard,64 mm
16 mm,1679 mm,337.66 cm³,3007,2980,1679 mm,1,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,2.654009,Standard,64 mm
16 mm,1679 mm,337.66 cm³,3007,2980,1679 mm,1,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,2.653977,Standard,64 mm
16 mm,1679 mm,337.66 cm³,3007,2980,1679 mm,1,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,2.654009,Standard,64 mm
16 mm,1679 mm,337.66 cm³,3007,2980,1679 mm,1,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,2.653977,Standard,64 mm
16 mm,2284 mm,3214.77 cm³,2933,2986,15989 mm,7,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R3.BY,25.268068,Standard,64 mm
16 mm,3515 mm,4239.97 cm³,2934,2987,21088 mm,6,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R3.BY,33.326152,Standard,64 mm
16 mm,2667 mm,1608.40 cm³,2935,2988,8000 mm,3,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R3.BY,12.642028,Standard,64 mm
16 mm,1784 mm,3945.14 cm³,2813,2849,19622 mm,11,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R3.BY,31.008815,Standard,64 mm
16 mm,3515 mm,4239.97 cm³,2934,2987,21088 mm,6,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R3.TY,33.326152,Standard,64 mm
16 mm,2667 mm,1608.40 cm³,2935,2988,8000 mm,3,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R3.TY,12.642028,Standard,64 mm
16 mm,2284 mm,3214.77 cm³,2933,2986,15989 mm,7,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R3.TY,25.268068,Standard,64 mm
16 mm,1784 mm,3945.14 cm³,2813,2849,19622 mm,11,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R3.TY,31.008815,Standard,64 mm
16 mm,5173 mm,6240.30 cm³,2937,2990,31037 mm,6,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R3.BX,49.048744,Standard,64 mm
16 mm,4664 mm,1875.60 cm³,2938,2991,9328 mm,2,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R3.BX,14.742202,Standard,64 mm
16 mm,2524 mm,1522.48 cm³,2939,2992,7572 mm,3,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R3.BX,11.966664,Standard,64 mm
16 mm,1752 mm,2466.38 cm³,2940,2993,12267 mm,7,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R3.BX,19.385745,Standard,64 mm
16 mm,5173 mm,6240.30 cm³,2937,2990,31037 mm,6,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R3.TX,49.048744,Standard,64 mm
16 mm,4664 mm,1875.60 cm³,2938,2991,9328 mm,2,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R3.TX,14.742202,Standard,64 mm
16 mm,2524 mm,1522.48 cm³,2939,2992,7572 mm,3,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R3.TX,11.966664,Standard,64 mm
16 mm,1752 mm,2466.38 cm³,2940,2993,12267 mm,7,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R3.TX,19.385745,Standard,64 mm
16 mm,9250 mm,7439.59 cm³,2941,2994,37001 mm,4,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R4.BX,58.475165,Standard,64 mm
16 mm,7644 mm,12295.03 cm³,2942,2995,61150 mm,8,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R4.BX,96.63896,Standard,64 mm
16 mm,5159 mm,10373.10 cm³,2945,2998,51592 mm,10,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R4.BX,81.532556,Standard,64 mm
16 mm,8925 mm,1794.41 cm³,3389,3324,8925 mm,1,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R4.BX,14.10405,Standard,64 mm
16 mm,2549 mm,2049.78 cm³,2944,2997,10195 mm,4,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R4.BX,16.111287,Standard,64 mm
16 mm,7644 mm,12295.03 cm³,2942,2995,61150 mm,8,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R4.TX,96.63896,Standard,64 mm
16 mm,9252 mm,7440.65 cm³,3387,3322,37007 mm,4,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R4.TX,58.483544,Standard,64 mm
16 mm,8925 mm,1794.41 cm³,3389,3324,8925 mm,1,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R4.TX,14.10405,Standard,64 mm
16 mm,5159 mm,10373.10 cm³,2945,2998,51592 mm,10,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R4.TX,81.532556,Standard,64 mm
16 mm,2543 mm,2045.09 cm³,3388,3323,10171 mm,4,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R4.TX,16.074386,Standard,64 mm
16 mm,4420 mm,22218.03 cm³,2946,2999,110503 mm,25,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R4.BY,174.633709,Standard,64 mm
16 mm,2526 mm,4063.56 cm³,2947,3000,20211 mm,8,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R4.BY,31.939618,Standard,64 mm
16 mm,2326 mm,935.47 cm³,2948,3001,4653 mm,2,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R4.BY,7.352766,Standard,64 mm
16 mm,1701 mm,3078.69 cm³,2949,3002,15312 mm,9,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R4.BY,24.198538,Standard,64 mm
16 mm,3126 mm,2514.44 cm³,2950,3003,12506 mm,4,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R4.BY,19.763527,Standard,64 mm
16 mm,1701 mm,3078.69 cm³,2949,3002,15312 mm,9,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R4.TY,24.198538,Standard,64 mm
16 mm,3126 mm,2514.44 cm³,2950,3003,12506 mm,4,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R4.TY,19.763527,Standard,64 mm
16 mm,2526 mm,4063.56 cm³,2947,3000,20211 mm,8,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R4.TY,31.939618,Standard,64 mm
16 mm,4420 mm,22218.03 cm³,2946,2999,110503 mm,25,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R4.TY,174.633709,Standard,64 mm
16 mm,2326 mm,935.47 cm³,2948,3001,4653 mm,2,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.R4.TY,7.352766,Standard,64 mm
16 mm,1814 mm,1093.98 cm³,1312,1209,5441 mm,3,STR-Model,Floor,,SOG-Mesh Bottom X,8.598653,Standard,64 mm
16 mm,1864 mm,2248.27 cm³,2957,3011,11182 mm,6,STR-Model,Floor,,SOG-Mesh Bottom X,17.671409,Standard,64 mm
16 mm,1679 mm,4051.87 cm³,3007,3055,20152 mm,12,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,31.847724,Standard,64 mm
16 mm,1679 mm,4051.87 cm³,3007,3055,20152 mm,12,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,31.847724,Standard,64 mm
16 mm,1679 mm,4051.87 cm³,3007,3055,20152 mm,12,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,31.847724,Standard,64 mm
16 mm,1679 mm,4051.87 cm³,3007,3055,20152 mm,12,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,31.847724,Standard,64 mm
16 mm,1679 mm,4051.87 cm³,3007,3055,20152 mm,12,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,31.847724,Standard,64 mm
16 mm,1679 mm,4051.87 cm³,3007,3055,20152 mm,12,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,31.847724,Standard,64 mm
16 mm,1679 mm,4051.87 cm³,3007,3055,20152 mm,12,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,31.847724,Standard,64 mm
16 mm,1679 mm,4051.87 cm³,3007,3055,20152 mm,12,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,31.847724,Standard,64 mm
16 mm,1679 mm,4051.87 cm³,3007,3055,20152 mm,12,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,31.847724,Standard,64 mm
16 mm,1679 mm,4051.87 cm³,3007,3055,20152 mm,12,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,31.847724,Standard,64 mm
16 mm,1679 mm,4051.87 cm³,3007,3055,20152 mm,12,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,31.847724,Standard,64 mm
16 mm,1679 mm,4051.87 cm³,3007,3055,20152 mm,12,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,31.847724,Standard,64 mm
16 mm,1679 mm,4051.87 cm³,3007,3055,20152 mm,12,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,31.847724,Standard,64 mm
16 mm,1679 mm,4051.87 cm³,3007,3055,20152 mm,12,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,31.847724,Standard,64 mm
16 mm,1864 mm,5620.68 cm³,2957,3011,27955 mm,15,STR-Model,Floor,,SOG-Mesh TOP X,44.178524,Standard,64 mm
16 mm,1814 mm,1093.98 cm³,1312,1209,5441 mm,3,STR-Model,Floor,,SOG-Mesh TOP X,8.598653,Standard,64 mm
16 mm,1864 mm,2248.27 cm³,2957,3011,11182 mm,6,STR-Model,Floor,,SOG-Mesh TOP X,17.671409,Standard,64 mm
16 mm,12000 mm,4825.48 cm³,2470,2510,24000 mm,2,STR-Model,Structural Foundation,RAFT THICK. 1000 mm,TSE-TANK,37.928309,Standard,64 mm
16 mm,12000 mm,4825.49 cm³,2474,2514,24000 mm,2,STR-Model,Structural Foundation,RAFT THICK. 1000 mm,TSE-TANK,37.928375,Standard,64 mm
16 mm,12000 mm,4825.48 cm³,2481,2524,24000 mm,2,STR-Model,Structural Foundation,RAFT THICK. 1000 mm,TSE-TANK,37.928297,Standard,64 mm
16 mm,12000 mm,4825.47 cm³,2484,2527,24000 mm,2,STR-Model,Structural Foundation,RAFT THICK. 1000 mm,TSE-TANK,37.9282,Standard,64 mm
16 mm,12000 mm,4825.49 cm³,2484,2527,24000 mm,2,STR-Model,Structural Foundation,RAFT THICK. 1000 mm,TSE-TANK,37.928358,Standard,64 mm
16 mm,12000 mm,4825.51 cm³,2481,2524,24000 mm,2,STR-Model,Structural Foundation,RAFT THICK. 1000 mm,TSE-TANK,37.92847,Standard,64 mm
16 mm,12000 mm,4825.49 cm³,2474,2514,24000 mm,2,STR-Model,Structural Foundation,RAFT THICK. 1000 mm,TSE-TANK,37.928322,Standard,64 mm
16 mm,12000 mm,4825.47 cm³,2470,2510,24000 mm,2,STR-Model,Structural Foundation,RAFT THICK. 1000 mm,TSE-TANK,37.928216,Standard,64 mm
16 mm,2400 mm,965.10 cm³,2964,3013,4800 mm,2,STR-Model,Structural Foundation,RAFT THICK. 1000 mm,TSE-TANK,7.585714,Standard,64 mm
16 mm,2747 mm,1104.61 cm³,2965,3014,5494 mm,2,STR-Model,Structural Foundation,RAFT THICK. 1000 mm,TSE-TANK,8.682257,Standard,64 mm
16 mm,4404 mm,1770.77 cm³,2967,3016,8807 mm,2,STR-Model,Structural Foundation,RAFT THICK. 1000 mm,TSE-TANK,13.918243,Standard,64 mm
16 mm,5230 mm,2103.29 cm³,2968,3017,10461 mm,2,STR-Model,Structural Foundation,RAFT THICK. 1000 mm,TSE-TANK,16.531843,Standard,64 mm
16 mm,3261 mm,32129.36 cm³,2974,3022,159798 mm,49,STR-OUTER STRUCTURES,Wall,,OS-CABLEBUS FOUNDATION,252.536776,Standard,64 mm
16 mm,3259 mm,36696.75 cm³,2978,3026,182515 mm,56,STR-OUTER STRUCTURES,Wall,,OS-CABLEBUS FOUNDATION,288.43646,Standard,64 mm
16 mm,3241 mm,31928.85 cm³,3061,3104,158801 mm,49,STR-OUTER STRUCTURES,Wall,,OS-CABLEBUS FOUNDATION,250.960765,Standard,64 mm
16 mm,3241 mm,31277.24 cm³,3061,3104,155560 mm,48,STR-OUTER STRUCTURES,Wall,,OS-CABLEBUS FOUNDATION,245.839117,Standard,64 mm
16 mm,4441 mm,43751.29 cm³,2992,3037,217601 mm,49,STR-OUTER STRUCTURES,Wall,,OS-CABLEBUS FOUNDATION,343.885155,Standard,64 mm
16 mm,3241 mm,61263.05 cm³,2995,3040,304697 mm,94,STR-OUTER STRUCTURES,Wall,,OS-CABLEBUS FOUNDATION,481.527576,Standard,64 mm
16 mm,4441 mm,10714.58 cm³,2992,3037,53290 mm,12,STR-OUTER STRUCTURES,Wall,,OS-CABLEBUS FOUNDATION,84.216567,Standard,64 mm
16 mm,1701 mm,4103.26 cm³,3022,3070,20408 mm,12,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,32.251661,Standard,64 mm
16 mm,1701 mm,4103.26 cm³,3022,3069,20408 mm,12,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,32.251661,Standard,64 mm
16 mm,5010 mm,9065.32 cm³,3023,3012,45087 mm,9,STR-Model,Structural Foundation,RAFT THICK. 1000 mm,TSE-TANK,71.253418,Standard,64 mm
16 mm,3579 mm,2878.21 cm³,3024,3015,14315 mm,4,STR-Model,Structural Foundation,RAFT THICK. 1000 mm,TSE-TANK,22.622754,Standard,64 mm
16 mm,6035 mm,10919.85 cm³,3025,3018,54311 mm,9,STR-Model,Structural Foundation,RAFT THICK. 1000 mm,TSE-TANK,85.830045,Standard,64 mm
16 mm,12000 mm,21714.69 cm³,2467,2507,108000 mm,9,STR-Model,Structural Foundation,RAFT THICK. 1000 mm,TSE-TANK,170.677451,Standard,64 mm
16 mm,12000 mm,21714.69 cm³,3026,3019,108000 mm,9,STR-Model,Structural Foundation,RAFT THICK. 1000 mm,TSE-TANK,170.677451,Standard,64 mm
16 mm,12000 mm,9650.99 cm³,2477,2521,48000 mm,4,STR-Model,Structural Foundation,RAFT THICK. 1000 mm,TSE-TANK,75.856799,Standard,64 mm
16 mm,8000 mm,14476.46 cm³,3028,3020,72000 mm,9,STR-Model,Structural Foundation,RAFT THICK. 1000 mm,TSE-TANK,113.784967,Standard,64 mm
16 mm,12000 mm,9650.99 cm³,2477,2521,48000 mm,4,STR-Model,Structural Foundation,RAFT THICK. 1000 mm,TSE-TANK,75.856771,Standard,64 mm
16 mm,12000 mm,21714.69 cm³,2467,2507,108000 mm,9,STR-Model,Structural Foundation,RAFT THICK. 1000 mm,TSE-TANK,170.677451,Standard,64 mm
16 mm,2200 mm,3538.63 cm³,2981,3071,17600 mm,8,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,27.813644,Standard,64 mm
16 mm,2200 mm,1769.33 cm³,2981,3071,8800 mm,4,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,13.906948,Standard,64 mm
16 mm,2200 mm,3538.63 cm³,2981,3072,17600 mm,8,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,27.813644,Standard,64 mm
16 mm,2200 mm,1769.33 cm³,2981,3072,8800 mm,4,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,13.906948,Standard,64 mm
16 mm,2984 mm,4199.31 cm³,3037,3079,20886 mm,7,STR-OUTER STRUCTURES,Structural Foundation,,OS-CABLEBUS FOUNDATION,33.006563,Standard,64 mm
16 mm,2984 mm,4199.31 cm³,3037,3079,20886 mm,7,STR-OUTER STRUCTURES,Structural Foundation,,OS-CABLEBUS FOUNDATION,33.006563,Standard,64 mm
16 mm,1652 mm,4317.13 cm³,3038,3080,21472 mm,13,STR-OUTER STRUCTURES,Structural Foundation,,OS-CABLEBUS FOUNDATION,33.932618,Standard,64 mm
16 mm,1652 mm,4317.13 cm³,3038,3080,21472 mm,13,STR-OUTER STRUCTURES,Structural Foundation,,OS-CABLEBUS FOUNDATION,33.932618,Standard,64 mm
16 mm,2784 mm,3358.15 cm³,2736,2768,16702 mm,6,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.BX,26.395033,Standard,64 mm
16 mm,1534 mm,9867.85 cm³,3039,3083,49079 mm,32,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.BX,77.561265,Standard,64 mm
16 mm,1534 mm,9867.85 cm³,3039,3083,49079 mm,32,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.BX,77.561265,Standard,64 mm
16 mm,1534 mm,9867.85 cm³,3039,3083,49079 mm,32,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.TX,77.561265,Standard,64 mm
16 mm,2784 mm,3358.15 cm³,2736,2768,16702 mm,6,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.TX,26.395033,Standard,64 mm
16 mm,1534 mm,9867.85 cm³,3039,3083,49079 mm,32,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.TX,77.561265,Standard,64 mm
16 mm,9334 mm,13136.50 cm³,3040,3084,65336 mm,7,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.BX,103.252885,Standard,64 mm
16 mm,4484 mm,9916.82 cm³,3041,3085,49322 mm,11,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.BX,77.946185,Standard,64 mm
16 mm,9334 mm,13136.50 cm³,3040,3084,65336 mm,7,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.TX,103.252885,Standard,64 mm
16 mm,4484 mm,9916.82 cm³,3041,3085,49322 mm,11,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.TX,77.946185,Standard,64 mm
16 mm,7851 mm,11049.47 cm³,3042,3086,54956 mm,7,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.BY,86.848818,Standard,64 mm
16 mm,7851 mm,11049.47 cm³,3042,3086,54956 mm,7,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.TY,86.848818,Standard,64 mm
16 mm,9851 mm,13864.54 cm³,3043,3087,68957 mm,7,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.BY,108.975254,Standard,64 mm
16 mm,4676 mm,5641.02 cm³,3044,3088,28056 mm,6,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.BY,44.338405,Standard,64 mm
16 mm,3576 mm,7189.93 cm³,3045,3089,35760 mm,10,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.BY,56.512816,Standard,64 mm
16 mm,1576 mm,3485.57 cm³,3046,3090,17336 mm,11,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.BY,27.396618,Standard,64 mm
16 mm,2676 mm,4304.25 cm³,3047,3091,21408 mm,8,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.BY,33.831369,Standard,64 mm
16 mm,1576 mm,3485.57 cm³,3046,3090,17336 mm,11,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.TY,27.396618,Standard,64 mm
16 mm,2676 mm,4304.25 cm³,3047,3091,21408 mm,8,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.TY,33.831369,Standard,64 mm
16 mm,4676 mm,5641.02 cm³,3044,3088,28056 mm,6,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.TY,44.338405,Standard,64 mm
16 mm,3576 mm,7189.93 cm³,3045,3089,35760 mm,10,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.TY,56.512816,Standard,64 mm
16 mm,9851 mm,13864.54 cm³,3043,3087,68957 mm,7,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.TY,108.975254,Standard,64 mm
16 mm,3000 mm,28956.08 cm³,3048,3092,144016 mm,48,STR-OUTER STRUCTURES,Wall,,OS-CABLEBUS FOUNDATION,227.594771,Standard,64 mm
16 mm,3000 mm,33178.84 cm³,3051,3092,165018 mm,55,STR-OUTER STRUCTURES,Wall,,OS-CABLEBUS FOUNDATION,260.785675,Standard,64 mm
16 mm,1450 mm,1166.32 cm³,3054,3097,5801 mm,4,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.167263,Standard,64 mm
16 mm,1450 mm,1166.32 cm³,3054,3097,5801 mm,4,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.167263,Standard,64 mm
16 mm,1500 mm,603.26 cm³,3234,3205,3000 mm,2,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,4.741635,Standard,64 mm
16 mm,1500 mm,603.26 cm³,3234,3205,3000 mm,2,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,4.741635,Standard,64 mm
16 mm,1450 mm,1166.32 cm³,3054,3097,5801 mm,4,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.167263,Standard,64 mm
16 mm,1450 mm,1166.32 cm³,3054,3097,5801 mm,4,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.167263,Standard,64 mm
16 mm,1500 mm,603.26 cm³,3234,3205,3000 mm,2,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,4.741635,Standard,64 mm
16 mm,1500 mm,603.26 cm³,3234,3205,3000 mm,2,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,4.741635,Standard,64 mm
16 mm,1450 mm,3499.04 cm³,3054,3101,17403 mm,12,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,27.502492,Standard,64 mm
16 mm,1784 mm,1434.69 cm³,2813,2849,7136 mm,4,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.BX,11.276686,Standard,64 mm
16 mm,1784 mm,1434.51 cm³,2814,2850,7135 mm,4,STR-OUTER STRUCTURES,Structural Foundation,,OS-CB.BX,11.275229,Standard,64 mm
